origin,destination,year,inflows
Czech Republic,Slovenia,2009,171
Czech Republic,Slovenia,2010,28
Czech Republic,Slovenia,2011,180
Czech Republic,Slovenia,2012,212
Czech Republic,Slovenia,2013,200
Czech Republic,Slovenia,2014,228
Czech Republic,Slovenia,2015,233
Czech Republic,Slovenia,2016,262
Denmark,Austria,2000,234
Denmark,Austria,2001,170
Denmark,Austria,2002,160
Denmark,Austria,2003,174
Denmark,Austria,2004,195
Denmark,Austria,2005,189
Denmark,Austria,2006,170
Denmark,Austria,2007,167
Denmark,Austria,2008,151
Denmark,Austria,2009,175
Denmark,Austria,2010,152
Denmark,Austria,2011,164
Denmark,Austria,2012,162
Denmark,Austria,2013,190
Denmark,Austria,2014,173
Denmark,Austria,2015,166
Denmark,Austria,2016,225
Denmark,Belgium,2000,408
Denmark,Belgium,2001,383
Denmark,Belgium,2002,328
Denmark,Belgium,2003,339
Denmark,Belgium,2004,299
Denmark,Belgium,2005,343
Denmark,Belgium,2006,318
Denmark,Belgium,2007,295
Denmark,Belgium,2008,271
Denmark,Belgium,2009,258
Denmark,Belgium,2010,247
Denmark,Belgium,2011,295
Denmark,Belgium,2012,257
Denmark,Belgium,2013,241
Denmark,Belgium,2014,230
Denmark,Belgium,2015,221
Denmark,Belgium,2016,254
Denmark,Czech Republic,2003,60
Denmark,Czech Republic,2004,37
Denmark,Czech Republic,2005,40
Denmark,Czech Republic,2006,23
Denmark,Czech Republic,2007,52
Denmark,Czech Republic,2008,24
Denmark,Czech Republic,2009,31
Denmark,Czech Republic,2010,29
Denmark,Czech Republic,2011,32
Denmark,Czech Republic,2012,19
Denmark,Czech Republic,2013,28
Denmark,Czech Republic,2014,30
Denmark,Czech Republic,2015,20
Denmark,Czech Republic,2016,27
Denmark,Denmark,2015,0
Denmark,Denmark,2016,0
Denmark,Finland,2000,74
Denmark,Finland,2001,76
Denmark,Finland,2002,79
Denmark,Finland,2003,84
Denmark,Finland,2004,70
Denmark,Finland,2005,73
Denmark,Finland,2006,69
Denmark,Finland,2007,51
Denmark,Finland,2008,76
Denmark,Finland,2009,42
Denmark,Finland,2010,62
Denmark,Finland,2011,52
Denmark,Finland,2012,46
Denmark,Finland,2013,54
Denmark,Finland,2014,69
Denmark,Finland,2015,67
Denmark,Finland,2016,72
Denmark,France,2000,0
Denmark,France,2001,0
Denmark,France,2002,0
Denmark,France,2003,0
Denmark,France,2004,0
Denmark,France,2005,0
Denmark,France,2006,0
Denmark,France,2007,0
Denmark,France,2008,0
Denmark,France,2009,0
Denmark,France,2010,0
Denmark,France,2011,0
Denmark,France,2012,0
Denmark,France,2013,344
Denmark,France,2014,254
Denmark,France,2015,352
Denmark,France,2016,294
Denmark,Germany,2000,2559
Denmark,Germany,2001,2473
Denmark,Germany,2002,2210
Denmark,Germany,2003,2175
Denmark,Germany,2004,2160
Denmark,Germany,2005,2086
Denmark,Germany,2006,2081
Denmark,Germany,2007,2042
Denmark,Germany,2008,2188
Denmark,Germany,2009,2167
Denmark,Germany,2010,2171
Denmark,Germany,2011,2315
Denmark,Germany,2012,2322
Denmark,Germany,2013,2522
Denmark,Germany,2014,2342
Denmark,Germany,2015,2249
Denmark,Germany,2016,2254
Denmark,Hungary,2000,22
Denmark,Hungary,2001,27
Denmark,Hungary,2002,15
Denmark,Hungary,2003,23
Denmark,Hungary,2004,2
Denmark,Hungary,2005,100
Denmark,Hungary,2006,16
Denmark,Hungary,2007,5
Denmark,Hungary,2008,45
Denmark,Hungary,2009,50
Denmark,Hungary,2010,57
Denmark,Hungary,2011,36
Denmark,Hungary,2012,36
Denmark,Hungary,2013,39
Denmark,Hungary,2014,32
Denmark,Hungary,2015,33
Denmark,Hungary,2016,22
Denmark,Iceland,2000,173
Denmark,Iceland,2001,159
Denmark,Iceland,2002,116
Denmark,Iceland,2003,106
Denmark,Iceland,2004,197
Denmark,Iceland,2005,188
Denmark,Iceland,2006,251
Denmark,Iceland,2007,223
Denmark,Iceland,2008,177
Denmark,Iceland,2009,88
Denmark,Iceland,2010,97
Denmark,Iceland,2011,121
Denmark,Iceland,2012,112
Denmark,Iceland,2013,147
Denmark,Iceland,2014,136
Denmark,Iceland,2015,159
Denmark,Iceland,2016,180
Denmark,Italy,2000,223
Denmark,Italy,2002,168
Denmark,Italy,2003,194
Denmark,Italy,2004,212
Denmark,Italy,2005,162
Denmark,Italy,2006,137
Denmark,Italy,2007,174
Denmark,Italy,2008,198
Denmark,Italy,2009,159
Denmark,Italy,2010,143
Denmark,Italy,2011,150
Denmark,Italy,2012,153
Denmark,Italy,2013,94
Denmark,Italy,2014,105
Denmark,Italy,2015,108
Denmark,Italy,2016,91
Denmark,Luxembourg,2000,195
Denmark,Luxembourg,2001,185
Denmark,Luxembourg,2002,111
Denmark,Luxembourg,2003,143
Denmark,Luxembourg,2004,112
Denmark,Luxembourg,2005,170
Denmark,Luxembourg,2006,169
Denmark,Luxembourg,2007,120
Denmark,Luxembourg,2008,130
Denmark,Luxembourg,2009,124
Denmark,Luxembourg,2010,98
Denmark,Luxembourg,2011,104
Denmark,Luxembourg,2012,122
Denmark,Luxembourg,2013,140
Denmark,Luxembourg,2014,97
Denmark,Luxembourg,2015,92
Denmark,Luxembourg,2016,93
Denmark,Netherlands,2000,480
Denmark,Netherlands,2001,380
Denmark,Netherlands,2002,301
Denmark,Netherlands,2003,357
Denmark,Netherlands,2004,357
Denmark,Netherlands,2005,289
Denmark,Netherlands,2006,349
Denmark,Netherlands,2007,325
Denmark,Netherlands,2008,415
Denmark,Netherlands,2009,328
Denmark,Netherlands,2010,394
Denmark,Netherlands,2011,441
Denmark,Netherlands,2012,481
Denmark,Netherlands,2013,480
Denmark,Netherlands,2014,522
Denmark,Netherlands,2015,507
Denmark,Netherlands,2016,666
Denmark,Norway,2000,1939
Denmark,Norway,2001,2012
Denmark,Norway,2002,2082
Denmark,Norway,2003,1677
Denmark,Norway,2004,1618
Denmark,Norway,2005,1527
Denmark,Norway,2006,1493
Denmark,Norway,2007,1464
Denmark,Norway,2008,1345
Denmark,Norway,2009,1288
Denmark,Norway,2010,1373
Denmark,Norway,2011,1590
Denmark,Norway,2012,1779
Denmark,Norway,2013,2018
Denmark,Norway,2014,1705
Denmark,Norway,2015,1395
Denmark,Norway,2016,1268
Denmark,Poland,2000,132
Denmark,Poland,2001,223
Denmark,Poland,2002,268
Denmark,Poland,2003,220
Denmark,Poland,2004,297
Denmark,Poland,2005,250
Denmark,Poland,2006,118
Denmark,Poland,2007,160
Denmark,Poland,2008,93
Denmark,Poland,2009,131
Denmark,Poland,2010,90
Denmark,Poland,2011,109
Denmark,Poland,2012,90
Denmark,Poland,2013,97
Denmark,Poland,2014,96
Denmark,Poland,2015,88
Denmark,Poland,2016,99
Denmark,Slovak Republic,2003,43
Denmark,Slovak Republic,2004,51
Denmark,Slovak Republic,2005,51
Denmark,Slovak Republic,2006,49
Denmark,Slovak Republic,2007,52
Denmark,Slovak Republic,2008,38
Denmark,Slovak Republic,2009,55
Denmark,Slovak Republic,2010,54
Denmark,Slovak Republic,2011,15
Denmark,Slovak Republic,2012,6
Denmark,Slovak Republic,2013,7
Denmark,Slovak Republic,2014,9
Denmark,Slovak Republic,2015,7
Denmark,Slovak Republic,2016,5
Denmark,Spain,2000,516
Denmark,Spain,2001,608
Denmark,Spain,2002,691
Denmark,Spain,2003,721
Denmark,Spain,2004,1056
Denmark,Spain,2005,1100
Denmark,Spain,2006,1135
Denmark,Spain,2007,1319
Denmark,Spain,2008,728
Denmark,Spain,2009,586
Denmark,Spain,2010,639
Denmark,Spain,2011,658
Denmark,Spain,2012,773
Denmark,Spain,2013,668
Denmark,Spain,2014,707
Denmark,Spain,2015,707
Denmark,Spain,2016,746
Denmark,Sweden,2000,1990
Denmark,Sweden,2001,2534
Denmark,Sweden,2002,3203
Denmark,Sweden,2003,3630
Denmark,Sweden,2004,3753
Denmark,Sweden,2005,4040
Denmark,Sweden,2006,5137
Denmark,Sweden,2007,5097
Denmark,Sweden,2008,4129
Denmark,Sweden,2009,3761
Denmark,Sweden,2010,3437
Denmark,Sweden,2011,3196
Denmark,Sweden,2012,2633
Denmark,Sweden,2013,2495
Denmark,Sweden,2014,2025
Denmark,Sweden,2015,2130
Denmark,Sweden,2016,2120
Denmark,Switzerland,2000,432
Denmark,Switzerland,2001,479
Denmark,Switzerland,2002,384
Denmark,Switzerland,2003,378
Denmark,Switzerland,2004,347
Denmark,Switzerland,2005,416
Denmark,Switzerland,2006,429
Denmark,Switzerland,2007,544
Denmark,Switzerland,2008,562
Denmark,Switzerland,2009,496
Denmark,Switzerland,2010,572
Denmark,Switzerland,2011,511
Denmark,Switzerland,2012,493
Denmark,Switzerland,2013,470
Denmark,Switzerland,2014,446
Denmark,Switzerland,2015,422
Denmark,Switzerland,2016,403
Denmark,United Kingdom,2000,3262
Denmark,United Kingdom,2001,3468
Denmark,United Kingdom,2012,1000
Denmark,United Kingdom,2013,2000
Denmark,United Kingdom,2014,1000
Denmark,United Kingdom,2015,5000
Denmark,Estonia,2004,7
Denmark,Estonia,2005,5
Denmark,Estonia,2006,13
Denmark,Estonia,2007,25
Denmark,Estonia,2008,13
Denmark,Estonia,2009,11
Denmark,Estonia,2010,9
Denmark,Estonia,2011,0
Denmark,Estonia,2012,1
Denmark,Estonia,2013,2
Denmark,Estonia,2014,0
Denmark,Estonia,2015,25
Denmark,Estonia,2016,31
Denmark,Slovenia,2007,11
Denmark,Slovenia,2008,13
Denmark,Slovenia,2009,10
Denmark,Slovenia,2010,5
Denmark,Slovenia,2011,9
Denmark,Slovenia,2012,13
Denmark,Slovenia,2013,9
Denmark,Slovenia,2014,10
Denmark,Slovenia,2015,8
Denmark,Slovenia,2016,9
Estonia,Austria,2000,12
Estonia,Austria,2001,17
Estonia,Austria,2002,28
Estonia,Austria,2003,43
Estonia,Austria,2004,64
Estonia,Austria,2005,44
Estonia,Austria,2006,43
Estonia,Austria,2007,51
Estonia,Austria,2008,66
Estonia,Austria,2009,62
Estonia,Austria,2010,83
Estonia,Austria,2011,83
Estonia,Austria,2012,98
Estonia,Austria,2013,131
Estonia,Austria,2014,115
Estonia,Austria,2015,126
Estonia,Austria,2016,111
Estonia,Belgium,2008,153
Estonia,Belgium,2009,116
Estonia,Belgium,2010,185
Estonia,Belgium,2011,157
Estonia,Belgium,2012,131
Estonia,Belgium,2013,171
Estonia,Belgium,2014,107
Estonia,Belgium,2015,123
Estonia,Belgium,2016,101
Estonia,Czech Republic,2003,4
Estonia,Czech Republic,2004,5
Estonia,Czech Republic,2005,11
Estonia,Czech Republic,2006,6
Estonia,Czech Republic,2007,17
Estonia,Czech Republic,2008,10
Estonia,Czech Republic,2009,14
Estonia,Czech Republic,2010,12
Estonia,Czech Republic,2011,13
Estonia,Czech Republic,2012,13
Estonia,Czech Republic,2013,20
Estonia,Czech Republic,2014,16
Estonia,Czech Republic,2015,23
Estonia,Czech Republic,2016,15
Estonia,Denmark,2000,130
Estonia,Denmark,2001,110
Estonia,Denmark,2002,99
Estonia,Denmark,2003,46
Estonia,Denmark,2004,87
Estonia,Denmark,2005,120
Estonia,Denmark,2006,139
Estonia,Denmark,2007,139
Estonia,Denmark,2008,162
Estonia,Denmark,2009,142
Estonia,Denmark,2010,190
Estonia,Denmark,2011,214
Estonia,Denmark,2012,249
Estonia,Denmark,2013,209
Estonia,Denmark,2014,193
Estonia,Denmark,2015,170
Estonia,Denmark,2016,170
Estonia,Finland,2000,655
Estonia,Finland,2001,1090
Estonia,Finland,2002,1163
Estonia,Finland,2003,1102
Estonia,Finland,2004,1699
Estonia,Finland,2005,1852
Estonia,Finland,2006,2468
Estonia,Finland,2007,2896
Estonia,Finland,2008,3038
Estonia,Finland,2009,3176
Estonia,Finland,2010,3909
Estonia,Finland,2011,4704
Estonia,Finland,2012,6041
Estonia,Finland,2013,5856
Estonia,Finland,2014,4663
Estonia,Finland,2015,3355
Estonia,Finland,2016,2596
Estonia,France,2000,12
Estonia,France,2001,21
Estonia,France,2002,21
Estonia,France,2003,22
Estonia,France,2004,14
Estonia,France,2005,8
Estonia,France,2006,0
Estonia,France,2007,0
Estonia,France,2008,0
Estonia,France,2009,0
Estonia,France,2010,0
Estonia,France,2011,0
Estonia,France,2012,0
Estonia,France,2013,160
Estonia,France,2014,99
Estonia,France,2015,114
Estonia,France,2016,200
Estonia,Germany,2000,0
Estonia,Germany,2001,0
Estonia,Germany,2002,836
Estonia,Germany,2003,814
Estonia,Germany,2004,769
Estonia,Germany,2005,715
Estonia,Germany,2006,577
Estonia,Germany,2007,675
Estonia,Germany,2008,621
Estonia,Germany,2009,842
Estonia,Germany,2010,1110
Estonia,Germany,2011,1419
Estonia,Germany,2012,1290
Estonia,Germany,2013,1336
Estonia,Germany,2014,1120
Estonia,Germany,2015,991
Estonia,Germany,2016,883
Estonia,Hungary,2001,0
Estonia,Hungary,2002,0
Estonia,Hungary,2003,0
Estonia,Hungary,2004,0
Estonia,Hungary,2005,16
Estonia,Hungary,2006,3
Estonia,Hungary,2007,6
Estonia,Hungary,2008,13
Estonia,Hungary,2009,16
Estonia,Hungary,2010,10
Estonia,Hungary,2011,18
Estonia,Hungary,2012,15
Estonia,Hungary,2013,14
Estonia,Hungary,2014,22
Estonia,Hungary,2015,19
Estonia,Hungary,2016,14
Estonia,Iceland,2000,23
Estonia,Iceland,2001,28
Estonia,Iceland,2002,22
Estonia,Iceland,2003,11
Estonia,Iceland,2004,13
Estonia,Iceland,2005,10
Estonia,Iceland,2006,21
Estonia,Iceland,2007,29
Estonia,Iceland,2008,30
Estonia,Iceland,2009,17
Estonia,Iceland,2010,29
Estonia,Iceland,2011,18
Estonia,Iceland,2012,7
Estonia,Iceland,2013,22
Estonia,Iceland,2014,11
Estonia,Iceland,2015,15
Estonia,Iceland,2016,21
Estonia,Italy,2000,51
Estonia,Italy,2002,54
Estonia,Italy,2003,106
Estonia,Italy,2004,156
Estonia,Italy,2005,109
Estonia,Italy,2006,106
Estonia,Italy,2007,139
Estonia,Italy,2008,136
Estonia,Italy,2009,110
Estonia,Italy,2010,124
Estonia,Italy,2011,91
Estonia,Italy,2012,93
Estonia,Italy,2013,71
Estonia,Italy,2014,68
Estonia,Italy,2015,86
Estonia,Italy,2016,70
Estonia,Luxembourg,2000,17
Estonia,Luxembourg,2001,9
Estonia,Luxembourg,2002,10
Estonia,Luxembourg,2003,45
Estonia,Luxembourg,2004,69
Estonia,Luxembourg,2005,133
Estonia,Luxembourg,2006,62
Estonia,Luxembourg,2007,61
Estonia,Luxembourg,2008,71
Estonia,Luxembourg,2009,34
Estonia,Luxembourg,2010,60
Estonia,Luxembourg,2011,55
Estonia,Luxembourg,2012,59
Estonia,Luxembourg,2013,53
Estonia,Luxembourg,2014,45
Estonia,Luxembourg,2015,43
Estonia,Luxembourg,2016,41
Estonia,Netherlands,2000,39
Estonia,Netherlands,2001,47
Estonia,Netherlands,2002,38
Estonia,Netherlands,2003,47
Estonia,Netherlands,2004,126
Estonia,Netherlands,2005,103
Estonia,Netherlands,2006,76
Estonia,Netherlands,2007,90
Estonia,Netherlands,2008,132
Estonia,Netherlands,2009,168
Estonia,Netherlands,2010,312
Estonia,Netherlands,2011,349
Estonia,Netherlands,2012,297
Estonia,Netherlands,2013,284
Estonia,Netherlands,2014,301
Estonia,Netherlands,2015,213
Estonia,Netherlands,2016,253
Estonia,Norway,2000,100
Estonia,Norway,2001,131
Estonia,Norway,2002,151
Estonia,Norway,2003,90
Estonia,Norway,2004,142
Estonia,Norway,2005,202
Estonia,Norway,2006,232
Estonia,Norway,2007,400
Estonia,Norway,2008,535
Estonia,Norway,2009,510
Estonia,Norway,2010,1008
Estonia,Norway,2011,1027
Estonia,Norway,2012,908
Estonia,Norway,2013,643
Estonia,Norway,2014,579
Estonia,Norway,2015,453
Estonia,Norway,2016,267
Estonia,Poland,2000,11
Estonia,Poland,2001,13
Estonia,Poland,2002,30
Estonia,Poland,2003,28
Estonia,Poland,2004,15
Estonia,Poland,2005,25
Estonia,Poland,2006,7
Estonia,Poland,2007,15
Estonia,Poland,2008,11
Estonia,Poland,2009,13
Estonia,Poland,2010,5
Estonia,Poland,2011,20
Estonia,Poland,2012,15
Estonia,Poland,2013,12
Estonia,Poland,2014,12
Estonia,Poland,2015,24
Estonia,Poland,2016,23
Estonia,Slovak Republic,2004,3
Estonia,Slovak Republic,2005,5
Estonia,Slovak Republic,2006,7
Estonia,Slovak Republic,2007,5
Estonia,Slovak Republic,2008,7
Estonia,Slovak Republic,2009,6
Estonia,Slovak Republic,2010,9
Estonia,Slovak Republic,2011,9
Estonia,Slovak Republic,2012,4
Estonia,Slovak Republic,2013,3
Estonia,Slovak Republic,2014,2
Estonia,Slovak Republic,2015,1
Estonia,Slovak Republic,2016,4
Estonia,Spain,2000,28
Estonia,Spain,2001,71
Estonia,Spain,2002,99
Estonia,Spain,2003,58
Estonia,Spain,2004,139
Estonia,Spain,2005,144
Estonia,Spain,2006,210
Estonia,Spain,2007,189
Estonia,Spain,2008,177
Estonia,Spain,2009,178
Estonia,Spain,2010,215
Estonia,Spain,2011,230
Estonia,Spain,2012,287
Estonia,Spain,2013,321
Estonia,Spain,2014,282
Estonia,Spain,2015,334
Estonia,Spain,2016,365
Estonia,Sweden,2000,264
Estonia,Sweden,2001,271
Estonia,Sweden,2002,290
Estonia,Sweden,2003,277
Estonia,Sweden,2004,403
Estonia,Sweden,2005,383
Estonia,Sweden,2006,422
Estonia,Sweden,2007,421
Estonia,Sweden,2008,389
Estonia,Sweden,2009,558
Estonia,Sweden,2010,491
Estonia,Sweden,2011,494
Estonia,Sweden,2012,542
Estonia,Sweden,2013,547
Estonia,Sweden,2014,513
Estonia,Sweden,2015,535
Estonia,Sweden,2016,419
Estonia,Switzerland,2000,31
Estonia,Switzerland,2001,37
Estonia,Switzerland,2002,34
Estonia,Switzerland,2003,41
Estonia,Switzerland,2004,40
Estonia,Switzerland,2005,33
Estonia,Switzerland,2006,32
Estonia,Switzerland,2007,66
Estonia,Switzerland,2008,84
Estonia,Switzerland,2009,79
Estonia,Switzerland,2010,89
Estonia,Switzerland,2011,141
Estonia,Switzerland,2012,134
Estonia,Switzerland,2013,108
Estonia,Switzerland,2014,170
Estonia,Switzerland,2015,118
Estonia,Switzerland,2016,134
Estonia,United Kingdom,2011,2000
Estonia,United Kingdom,2012,1000
Estonia,United Kingdom,2013,1000
Estonia,Slovenia,2007,3
Estonia,Slovenia,2008,4
Estonia,Slovenia,2009,8
Estonia,Slovenia,2011,8
Estonia,Slovenia,2012,14
Estonia,Slovenia,2013,8
Estonia,Slovenia,2014,15
Estonia,Slovenia,2015,11
Estonia,Slovenia,2016,8
Finland,Austria,2000,237
Finland,Austria,2001,207
Finland,Austria,2002,231
Finland,Austria,2003,243
Finland,Austria,2004,270
Finland,Austria,2005,256
Finland,Austria,2006,270
Finland,Austria,2007,277
Finland,Austria,2008,275
Finland,Austria,2009,265
Finland,Austria,2010,311
Finland,Austria,2011,303
Finland,Austria,2012,328
Finland,Austria,2013,349
Finland,Austria,2014,365
Finland,Austria,2015,364
Finland,Austria,2016,380
Finland,Belgium,2008,456
Finland,Belgium,2009,404
Finland,Belgium,2010,396
Finland,Belgium,2011,361
Finland,Belgium,2012,335
Finland,Belgium,2013,370
Finland,Belgium,2014,243
Finland,Belgium,2015,239
Finland,Belgium,2016,275
Finland,Czech Republic,2003,51
Finland,Czech Republic,2004,48
Finland,Czech Republic,2005,26
Finland,Czech Republic,2006,14
Finland,Czech Republic,2007,48
Finland,Czech Republic,2008,39
Finland,Czech Republic,2009,18
Finland,Czech Republic,2010,27
Finland,Czech Republic,2011,14
Finland,Czech Republic,2012,24
Finland,Czech Republic,2013,22
Finland,Czech Republic,2014,34
Finland,Czech Republic,2015,24
Finland,Czech Republic,2016,39
Finland,Denmark,2000,184
Finland,Denmark,2001,209
Finland,Denmark,2002,198
Finland,Denmark,2003,167
Finland,Denmark,2004,220
Finland,Denmark,2005,193
Finland,Denmark,2006,229
Finland,Denmark,2007,250
Finland,Denmark,2008,286
Finland,Denmark,2009,197
Finland,Denmark,2010,192
Finland,Denmark,2011,226
Finland,Denmark,2012,242
Finland,Denmark,2013,247
Finland,Denmark,2014,294
Finland,Denmark,2015,377
Finland,Denmark,2016,377
Finland,Finland,2000,0
Finland,Finland,2001,0
Finland,Finland,2002,0
Finland,Finland,2003,0
Finland,Finland,2004,0
Finland,Finland,2005,0
Finland,Finland,2006,0
Finland,Finland,2007,0
Finland,Finland,2008,0
Finland,Finland,2009,0
Finland,Finland,2010,0
Finland,Finland,2011,0
Finland,Finland,2012,0
Finland,Finland,2013,0
Finland,Finland,2014,0
Finland,Finland,2015,0
Finland,Finland,2016,0
Finland,France,2000,0
Finland,France,2001,0
Finland,France,2002,0
Finland,France,2003,0
Finland,France,2004,0
Finland,France,2005,0
Finland,France,2006,0
Finland,France,2007,0
Finland,France,2008,0
Finland,France,2009,0
Finland,France,2010,0
Finland,France,2011,0
Finland,France,2012,0
Finland,France,2013,450
