data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2366891,764,THA1362,1362.0,"21 June 2013",2013,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014)","Police Forces of Thailand (2006-2014)",1,12,"South-Eastern Asia",Thailand,Yala,Raman,,Raman,6.4786,101.4241,2,"Thai News Service",National,"In Yala's Raman district, a clash between security personnel and a group of militants left one militant dead and a policeman and a soldier wounded on June 21. The militant killed was a member of the Runda Kumpulan Kecil (RKK) group.",1,1545241346,THA
2366893,764,THA1352,1352.0,"15 June 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)","Police Forces of Thailand (2006-2014)",1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,"Ban Ta Lu Bo",6.8513,101.2467,2,"Thai News Service",National,"A suspected militant was killed and one other detained in a clash on June 15 between security officials and armed militants in Pattani's Ta Lu Bo sub-district. The combined military and police force were conducting a search in the area when they exchanged fire with a group of militants.",1,1545241346,THA
2366894,764,THA1340,1340.0,"05 June 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"Thai News Service",National,"One paramilitary ranger volunteer was shot dead in a gun battle with presumed militants at a paramilitary base in Narathiwat's Cho-airong district. More than 10 militants launched the attack on the base in Bukit sub-district and the rangers returned fire.",1,1545241346,THA
2366896,764,THA1332,1332.0,"25 May 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,Yaha,,Yaha,6.4767,101.132,2,"The Nation",National,"In Yala's Yaha district on May 25, a roadside bomb hit the bomb squad police car on Yala-Tao Poon Road in tambon Tha Sap. Four policeman were injured in the attack in addition to two civilians. There was a brief gunfight between militants who were fighting in the bushes before they fled.",0,1545241346,THA
2555711,764,THA1328,1328,"23 May 2013",2013,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"Thai News Service",National,"On May 23, a militant from the RKK group and a ranger were killed, and another ranger seriously wounded, during a raid on a house in Narathiwat Province's Cho-Airong district. The house that was raided was in Ban Ai Pa Yae in tambon Chuap after authorities heard suspected militants were hiding there. A firefight broke out between three men in the house and the ranger.",2,1546889783,THA
2366901,764,THA1311,1311.0,"11 May 2013",2013,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"The Nation",National,"While 60 soldiers were inspecting a house in Ban Poo village, tambon Rueso, in Rueso district in Narathiwat on May 11, suspected RKK militants fired at the soldiers. A gunfight lasted 10 minutes, killing one militant and wounding one soldier.",1,1545241346,THA
2366902,764,THA1292,1292.0,"05 May 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,"Ban La Lo",6.3346,101.566,2,"The Bangkok Post",National,"Two soldiers were killed and three others critically wounded in an ambush by militants in Rueso district of Narathiwat province on May 5. The attack occurred in Kuyi village in tambon La Lo while soldiers were on patrol. The militants detonated a bomb and opened fire, causing a gunfight.",2,1545241346,THA
2366904,764,THA1284,1284.0,"30 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Si Sakhon",,"Si Sakhon",6.2313,101.5004,2,"The Bangkok Post",National,"On Apr 30, a patrol vehicle of Infantry Company 3122 of Narathiwat Task Force 37 carrying 10 soldiers was ambushed by militants hiding on both sides of the Tueko - Kholokawe road in tambon Si Sakhon in Narathiwat Province's Si Sakhon district. No one was hurt.",0,1545241346,THA
2366903,764,THA1283,1283.0,"30 April 2013",2013,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Chanae,,"Ban Chang Phueak",5.9736,101.6119,2,"The Bangkok Post",National,"A militant was killed in a clash between rangers and a group of separatist RKK rebels in Chanae district of Narathiwat province on Apr 30. The clash occurred when a ranger patrol was searching a mountain range in tambon Chang Phuak in search for separatist camps.",1,1545241346,THA
2366906,764,THA1280,1280.0,"28 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Yi-Ngo,,"Ban Ta Po Yo",6.4677,101.685,2,"The Bangkok Post",National,"A member of a village defense team was hurt in a gun attack on Buke Bakong School in tambon Ta Po Yo of Narathiwat's Yi-Ngo district on Apr 28. The team had been on patrol inside the school when assailants arrived and opened fire.",0,1545241346,THA
2366907,764,THA1277,1277.0,"26 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"Thai News Service",National,"Three suspected militants were killed in a clash with security officials (assumed military) on Apr 26 during a raid in Yala Province's Bannang Sata district. Both side exchanged fire for 30 minutes.",3,1545241346,THA
2366909,764,THA1273,1273.0,"23 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Thai News Service",National,"In Pattani Province on Apr 23, an attack occurred on Sai Buri-Kapho Road in Sai Buri district, killing a military ranger. Attackers opened fire on him while he was on his motorcycle. No other details were reported.",1,1545241346,THA
2366908,764,THA1272,1272.0,"23 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Ban Pa Se Ya Wo",6.7175,101.6267,2,"Thai News Service",National,"Two ranger volunteers were wounded on Apr 23 in a bombing in Pa Se Ya Wo sub-district of Pattani's Sai Buri district while they were patrolling the area. A brief clash ensued between the rangers and the militants. No other details were reported.",0,1545241346,THA
2366910,764,THA1263,1263.0,"19 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,Pattani,6.8681,101.25,2,"The Nation",National,"A police inspector in Pattani was killed on Apr 19 after being ambushed and shot by suspected militants. The attack occurred on road between Yarang and Mueang Pattani district while the inspector was on duty.",1,1545241346,THA
2366911,764,THA1261,1261.0,"18 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"Thai News Service",National,"In Yala Province on Apr 18, eight militants attacked a military outpost in Bannang Sata district. The two sides exchanged gunfire for about 10 minutes and a private was slightly wounded. No other details were reported.",0,1545241346,THA
2366912,764,THA1257,1257.0,"15 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Yarang,,"Ban Mo Mawi",6.6848,101.3011,1,"The Nation",National,"In Pattani's Yarang district on Apr 15, tambon Mo Mawi, a Police Sergeant on duty was shot and killed by two men on a motorcycle. No other details were reported.",1,1545241346,THA
2366914,764,THA1249,1249.0,"10 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Panare,,Panare,6.8619,101.491,2,"Thai News Service",National,"In Pattani's Panare district on Apr 10, a militant attack on a local center occurred resulted in a brief exchange of gunfire with police (assumed). No other details were reported. 35 incidents of violence occurred overnight in the province across eight districts, linked to southern militant violence.",0,1545241346,THA
2366913,764,THA1246,1246.0,"10 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers","Military Forces of Thailand (2006-2014) Volunteer Defense Corps",1,12,"South-Eastern Asia",Thailand,Pattani,Kapho,,Kapho,6.5596,101.5342,2,"The Nation",National,"In Pattani Province on Apr 10, a ranger/defense volunteer outpost at a school in Kapho district was attacked by suspected militants. No one was injured and no other details were reported. 35 incidents of violence occurred overnight in the province across eight districts, linked to southern militant violence.",0,1545241346,THA
2366916,764,THA1245,1245.0,"08 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"The Nation",National,"Two volunteer rangers were killed in a roadside bomb blast in Narathiwat's Ra-ngae district. Unidentified militants opened fire following the explosion of 10-kilogram home-made bomb before fleeing the scene. No other details were reported.",2,1545241346,THA
2366917,764,THA1242,1242.0,"07 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"Thai News Service",National,"Two paramilitary rangers were killed in a bombing and shooting ambush in Narathiwat's Ra-Ngae district on Apr 7 when a roadside bomb exploded and the attackers shot at them. No other details were reported.",2,1545241346,THA
2366919,764,THA1238,1238.0,"03 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Krong Pinang",,"Krong Pinang",6.4112,101.2739,2,"The Bangkok Post",National,"A soldier was killed and 19 others injured by a road bomb on Apr 3 in Yala Province's Krong Pinang district detonated by militants at Ban Lue Mu. Gunmen hiding in roadside forest then sprayed bullets at the soldiers with assault rifles. The soldiers fired back and the attackers withdrew about 15 minutes later.",1,1545241346,THA
2366920,764,THA1232,1232.0,"01 April 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,"Ban Sa Wo",6.4361,101.506,2,"Thai News Service",National,"An army captain was killed and 14 soldiers wounded on Apr 1 in an ambush that triggered a gunfight in Narathiwat's Rueso district. An unknown number of gunmen triggered a roadside bomb as an army patrol team passed in tambon Sa Wo. The militants opened fire on the truck and the army soldiers returned fire.",1,1545241346,THA
2366921,764,THA1223,1223.0,"28 March 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Yala,Raman,,"Ban Kae Ro",6.541,101.4948,2,"The Bangkok Post",National,"A paramilitary ranger outpost in Raman district in tambon Kae Ro of Yala province was attacked by militants on March 28, but no troops were hurt. The rangers fired back at the attackers until they fled.",0,1545241346,THA
2366922,764,THA1221,1221.0,"26 March 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"The Bangkok Post",National,"A militant was killed and two rangers were wounded on March 26 in Cho-Airong district of Narathiwat province during a clash between rebels and rangers at Ban Kubaepuyu in tambon Marubo, while the soldiers were searching for rebels in the area.",1,1545241346,THA
2366923,764,THA1219,1219.0,"24 March 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Village Security Team",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Thai News Service",National,"A village security team member was killed and his wife seriously wounded in a gun attack in a rubber plantation in Rueso district of Narathiwat province. The attack was conduced by separatist militants who were hiding in the plantation.",1,1545241346,THA
2366928,764,THA1207,1207.0,"11 March 2013",2013,1,"Battle-No change of territory","Unidentified Armed Group (Thailand)",,3,"Private Security Forces (Thailand)",,8,38,"South-Eastern Asia",Thailand,"Buri Ram","Mueang Buri Ram",,"Buri Ram",14.9943,103.1039,2,"The Nation",National,"A group of 10 armed men attacked a school director and other employees at Kan Boriban School in Buri Ram Province's Mueang Buri Ram district on March 11. Security guards shot the intruders, killing one and injuring two others. It was not reported if the attack was related to militant violence.",1,1545241346,THA
2366930,764,THA1190,1190.0,"20 February 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,3,"Thai News Service",National,"Assailants tossed a grenade onto soldiers exercising at a military base in Yala province on Feb 20, resulting in 8 injuries.",0,1545241346,THA
2366932,764,THA1177,1177.0,"13 February 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,3,"Thai News Service",National,"Five soldiers were killed and another one wounded in a bombing and shooting attack in Yala Province on Feb 13. A group of soldiers were driving on Sai Thathong-Wangphraya road when a bomb hidden in a pick-up truck exploded. After the bombing, at least ten assailants opened fire at the soldiers, killing one officer and four privates. One surviving soldier was wounded. Police believe the attack was conducted by southern militants.",5,1545241346,THA
2366931,764,THA1176,1176.0,"13 February 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Bacho,,Bacho,6.5168,101.651,2,"The Bangkok Post",National,"Scores of heavily armed gunmen stormed a military base in Narathiwat Province's Bacho district on Feb 13 in a major assault that left at least 16 militants dead. No officers were killed, although some were wounded. No other details were reported.",16,1545241346,THA
2555710,764,THA1175,1175,"12 February 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,"Bo Ngo",6.1703,101.7214,2,"Thai News Service",National,"A para-military ranger was shot and seriously wounded in tambon Bo Ngo in Ra-Ngae district of Narathiwat province on Feb 12. No other details were reported.",0,1546889783,THA
2366935,764,THA1164,1164.0,"28 January 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"Thai News Service",National,"A soldier was shot and wounded in Narathiwat's Rueso district when he and fellow members of a teacher protection unit were leaving a tea shop. No other details were reported.",0,1545241346,THA
2366937,764,THA1147,1147.0,"11 January 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Ban Ka Lu Bae",6.6772,101.5497,2,"The Bangkok Post",National,"Two highway police on patrol were shot dead by suspected militants in tambon Ka Lu Bae in Pattani's Sai Buri district on Jan 11. No other details were reported.",2,1545241346,THA
2366938,764,THA1146,1146.0,"10 January 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,"Su-Ngai Padi",,"Ban To Deng",6.119,101.8575,2,"Thai News Service",National,"In Narathiwat Province on Jan 10, a military truck was ambushed by militants, injuring four soldiers, as the truck was returning to base in tambon To Deng in Su-ngai Padi district.",0,1545241346,THA
2366939,764,THA1143,1143.0,"05 January 2013",2013,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,"Ban Ta Lu Bo",6.8513,101.2467,2,"The Bangkok Post",National,"In Pattani, one soldier was killed and five others injured in an ambush on the outskirts of a village in Mueang Pattani district on Jan 5. The soldiers were traveling in a military truck on their way to work in tambon Ta Lu Bo. There was a brief gunfight.",1,1545241346,THA
2366942,764,THA1139,1139.0,"23 December 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Chanae,,"Ban Chang Phueak",5.9736,101.6119,2,"Thai News Service",National,"A female defense volunteer was seriously injured in a drive-by shooting in Narathiwat's Chanae district in tambon Chang Phueak on Dec 23. She was shot by a gunman riding pillion on a motorcycle while she was driving her own motorcycle.",0,1545241346,THA
2366943,764,THA1134,1134.0,"21 December 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Krong Pinang",,"Krong Pinang",6.4112,101.2739,2,"The Nation",National,"A police officer was shot and killed while manning a road checkpoint in Yala's Krong Pinang district on Dec 21. Police said militants may have been hiding in a house in the area and used a rifle equipped with a telescopic sight to shoot the victim at long range.",1,1545241346,THA
2366944,764,THA1129,1129.0,"14 December 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Thai Rangers",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,"Ban Ai Pa Yae",6.2404,101.7771,1,"Thai News Service",National,"On Dec 14, six paramilitary rangers travelling in an armored patrol vehicle were slightly injured by a bomb explosion on a road in Narathiwat's Cho-Airong district in Ban Ban Ai Pa Yae. The attackers, hiding in the forest, opened fire on the rangers. A 15-minute gunfight ensued. Police blame separatist militants.",0,1545241346,THA
2366946,764,THA1116,1116.0,"28 November 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps","Former Government of Thailand (2006-2014)",1,12,"South-Eastern Asia",Thailand,Pattani,Yaring,,Yaring,6.8661,101.3689,2,"The Bangkok Post",National,"A former village headman was killed and a territorial defense volunteer wounded in a drive-by shooting in Pattani's Yaring district in Ban Cha Rang. Police blamed separatist militants.",1,1545241346,THA
2366947,764,THA1115,1115.0,"26 November 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,"Bannang Sata",,"Bannang Sata",6.2663,101.2646,2,"The Bangkok Post",National,"Three soldiers were slightly wounded when militants fired M79 grenades at an army base near a school in tambon Bacho in Yala Province's Bannang Sata district on Nov 26.",0,1545241346,THA
2366949,764,THA1096,1096.0,"31 October 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Yala,Raman,,Raman,6.4786,101.4241,2,"Channel News Asia",Regional,"Two militants were shot dead during an exchange of fire with police after police surrounded their hideout in the Raman district of Yala province on Oct 31. A militant surrendered while two policemen were injured.",2,1545241346,THA
2366950,764,THA1093,1093.0,"18 October 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Village Security Team",,1,12,"South-Eastern Asia",Thailand,Yala,"Krong Pinang",,"Krong Pinang",6.4112,101.2739,2,"Thai News Service",National,"A member of a village protection unit was gunned down by presumed militants at a rubber plantation in Yala's Krong Pinang district.",1,1545241346,THA
2366951,764,THA1086,1086.0,"09 October 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Ra-Ngae,,Rangae,6.2967,101.7284,2,"Thai News Service",National,"Two volunteer paramilitary rangers were shot dead in Narathiwat Province on a road in Ra-Ngae district on Oct 9 while traveling on motorcycles.",2,1545241346,THA
2366952,764,THA1084,1084.0,"08 October 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,Yaring,,Yaring,6.8661,101.3689,2,"Thai News Service",National,"Three government defense volunteers were shot dead in an ambush on a highway in Pattani's Yaring district on Oct 8. The volunteers were fired at by gunmen in a pick-up truck.",3,1545241346,THA
2366954,764,THA1078,1078.0,"30 September 2012",2012,1,"Battle-No change of territory","BRN: Barisan Revolusi Nasional Melayu Patani",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Bacho,,Bacho,6.5168,101.651,2,"Thai News Service",National,"21 people were injured from M79 grenade attack in Narathiwat Province near a local fair in Bacho district on Sep 30. Two grenades were fired from behind the police station, believed to target the officials providing security. Police believe it was the work of the Barisan Revolusi Nasional Melayu Patani (BRN) militant group.",0,1545241346,THA
2366955,764,THA1077,1077.0,"28 September 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"Thai News Service",National,"A policeman of the Pattani police station was killed in a drive-by shooting on a local road in Ban Sue Dung in Sai Buri district on Sep 28. No other details were reported.",1,1545241346,THA
2366957,764,THA1064,1064.0,"18 September 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Yala,"Mueang Yala",,Yala,6.5399,101.281,1,"Thai News Service",National,"On 18 Sep, three paramilitary ranger volunteers and one woman were killed in a Yala roadside ambush by presumed militants as they traveled to market in a pickup truck. The shooting attack happened near Than Nampheung school in Yala's provincial capital.",4,1545241346,THA
2555708,764,THA1063,1063,"14 September 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)","Police Forces of Thailand (2006-2014)",1,12,"South-Eastern Asia",Thailand,Pattani,"Nong Chik",,"Tha Kam Cham",6.8339,101.1001,2,"Thai News Service",National,"One militant was killed and another arrested in a clash with a joint military and police force in Pattani's Nong Chik district on Sep 14. The clash took place when the police and soldiers raided a house in Ban Bantan of tambon Tha Kam Cham where militants were reported to have been hiding. A clash ensued for 15 minutes.",1,1546889783,THA
2366960,764,THA1062,1062.0,"05 September 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"The Bangkok Post",National,"A suspected militant was killed and three others arrested in a clash with government forces in Narathiwat Province's Rueso district on Sep 5. The clash occurred after a unit of soldiers laid siege on a village in tambon Khok Sato where they suspected militants were hiding. An exchange of fire occurred for about 15 minutes. No soldiers were wounded.",1,1545241346,THA
2366961,764,THA1052,1052.0,"26 August 2012",2012,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Narathiwat,Cho-Airong,,Chuap,6.2666,101.8333,2,"Thai News Service",National,"Two men died in a shooting at a Narathiwat railway station in Cho-airong. Presumed militants shot and killed a local informer for the Thai army. A defense volunteer on a train stopped at the station platform and shot the assailant. The dead gunman is believed to be a member of the Runda Kumpulan Kecil (RKK) militant group. Two locals were injured by stray bullets.",2,1545241346,THA
2366964,764,THA1049,1049.0,"17 August 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Yarang,,Yarang,6.7598,101.2933,2,"The Nation",National,"Five soldiers were wounded in a grenade attack on an Army base in Pattani province's Yarang district on Aug 17. No other details were reported.",0,1545241346,THA
2366966,764,THA1043,1043.0,"11 August 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"The Bangkok Post",National,"Two soldiers stationed at a marine corps outpost at Ban Ba-ngo Mulong in Pattani Province's Sai Buri district were wounded on Aug 11 by a home-made grenade thrown by an unidentified man on a motorcycle. Police blame militant groups.",0,1545241346,THA
2366967,764,THA1039,1039.0,"05 August 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,"Mueang Pattani",,Pattani,6.8681,101.25,3,"Thai News Service",National,"A police officer was shot and severely wounded near his home in Pattani province by four attackers on motorcycles on Aug 5. No other details were reported.",0,1545241346,THA
2366969,764,THA1038,1038.0,"04 August 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014) Volunteer Defense Corps",,1,12,"South-Eastern Asia",Thailand,Pattani,"Sai Buri",,"Sai Buri",6.7013,101.6167,2,"The Bangkok Post",National,"A volunteer ranger attached to Ranger Forces Regiment 44 was gunned down in Pattani's Sai Buri district on Aug 4 as he was riding his motorcycle. A civilian was also injured by a stray bullet. Police believe the attack could be related to southern militant violence.",1,1545241346,THA
2366968,764,THA1037,1037.0,"04 August 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Police Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Panare,,Panare,6.8619,101.491,2,"The Bangkok Post",National,"In Pattani on Aug 4, a police inspector at the Panare police station was riding his motorcycle along Sai Buri-Panare Road when attackers opened fire on him and killed him. Police believe the attack could be related to southern militant violence.",1,1545241346,THA
2366971,764,THA1033,1033.0,"28 July 2012",2012,1,"Battle-No change of territory","RKK: Runda Kumpulan Kecil",,2,"Military Forces of Thailand (2006-2014)","Buddhist Group (Thailand)",1,12,"South-Eastern Asia",Thailand,Narathiwat,Rueso,,Rueso,6.3936,101.5184,2,"The Nation",National,"Security officials foiled an attack in Narathiwat's Rueso district, repelling a separatist militant group's second attempt to destroy the last remaining Buddhist home in a village there. Police believe the group is from the Runda Kumpalan Kecil (RKK) team. There was an exchange of gunfire between the group and an Army patrol team. No other details were reported.",0,1545241346,THA
2366970,764,THA1030,1030.0,"28 July 2012",2012,1,"Battle-No change of territory","Southern Muslim Separatists (Thailand)",,2,"Military Forces of Thailand (2006-2014)",,1,12,"South-Eastern Asia",Thailand,Pattani,Mayo,,Mayo,6.7186,101.4098,2,"The Nation",National,"Militants shot dead four soldiers and wounded two others in Pattani province's Mayo district on July 28. The six soldiers were attacked as they were on patrol. There was a brief clash before the militants fled.",4,1545241346,THA
